"Acute.myeloid.leukemia"	"BladderUrothelialCarcinoma.TCGA.US."	"Breast.Cancer"	"BreastCarcinoma.WTSI.UK."	"BreastInvasiveCarcinoma.TCGA.US."	"CervicalSquamousCellCarcinoma.TCGA.US."	"Chronic.lymphocytic.leukaemia"	"ColonAdenocarcinoma.TCGA.US."	"Colorectal.adenocarcinoma"	"GastricCancer.CCGC.CN."	"Hepatocellular.carcinoma"	"Hypodiploid_ALL"	"Leukemia.T.ALL"	"LiverCancer.NCC.JP."	"LiverCancer.RIKEN.JP."	"Lung"	"MalignantMelanoma.WTSI.UK."	"Medulloblastoma"	"Melanoma"	"Myeloid.leukemia"	"Myeloma"	"Pancreatic"	"PediatricBrainTumors.DKFZ.DE."	"Prostate"	"ProstateCancer.OICR.CA."	"RectumAdenocarcinoma.TCGA.US."	"Small.cell.lung.cancer"	"T.cell.ALL"	"UterineCorpusEndometrioidCarcinoma.TCGA.US."
"hsa-miR-4465"	1	3	4	2	0	1	1	6	3	2	0	2	0	30	36	1	0	2	0	1	0	0	1	0	33	1	1	0	10
"hsa-miR-4471"	1	1	4	1	0	0	0	4	4	1	1	4	0	48	30	5	0	4	6	0	0	1	1	0	18	0	1	1	5
"hsa-miR-4475"	0	2	5	0	0	0	0	5	5	1	1	1	0	49	35	4	1	2	7	0	0	2	0	1	7	1	1	0	11
"hsa-miR-4494"	1	4	5	1	0	0	0	3	3	3	0	3	0	39	30	2	0	4	2	1	0	0	2	2	27	0	2	2	5
"hsa-miR-4500"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-miR-4522"	0	2	6	1	0	0	2	1	6	1	0	0	0	27	27	3	0	2	2	0	1	1	1	1	51	0	0	0	6
"hsa-miR-455-5p"	0	1	3	0	0	1	0	1	4	2	1	0	2	42	31	3	0	2	0	0	0	0	0	2	26	0	3	0	17
"hsa-miR-4688"	1	0	5	0	0	0	0	3	6	3	2	2	0	63	29	5	0	4	2	0	1	0	0	2	5	0	1	0	7
"hsa-miR-5187-3p"	0	2	3	2	0	1	1	8	5	3	2	4	0	32	33	1	0	2	2	0	0	0	0	2	24	0	1	0	13
"hsa-miR-548b-3p"	0	2	6	2	0	0	0	2	4	3	1	2	1	31	47	3	0	4	3	1	0	1	0	1	12	0	1	0	14
"hsa-miR-98"	0	1	3	0	0	0	0	3	5	1	0	1	1	40	29	2	0	5	3	1	0	0	0	4	28	2	0	0	12
"hsa-miR-148b-5p"	0	2	2	1	0	0	0	2	5	3	0	1	0	42	26	2	0	0	2	0	0	0	2	3	23	0	2	0	22
"hsa-miR-28-5p"	1	2	7	0	0	0	2	4	8	1	0	1	1	45	28	4	0	3	5	1	0	0	1	0	12	0	2	0	12
"hsa-miR-3137"	0	2	3	2	0	0	0	1	3	3	0	2	2	34	25	4	0	0	0	1	0	0	1	1	46	0	0	0	10
"hsa-miR-363-5p"	0	1	5	1	1	0	0	6	6	1	1	0	0	33	21	1	2	4	2	0	0	0	1	5	35	0	0	0	14
"hsa-miR-3661"	0	2	2	0	0	0	0	5	5	1	0	0	1	25	29	5	0	1	1	0	1	0	0	2	50	0	1	0	9
"hsa-miR-421"	0	0	4	0	1	1	0	4	9	1	0	1	2	35	40	3	0	4	2	0	0	0	0	1	17	1	1	0	13
"hsa-miR-4268"	0	8	6	1	1	0	0	4	6	1	1	0	0	37	24	3	0	1	4	2	0	0	2	1	19	0	3	0	16
"hsa-miR-4639-3p"	0	2	3	3	1	2	0	1	5	0	0	1	0	23	30	4	0	3	0	0	0	1	0	3	43	1	2	0	12
"hsa-miR-4761-3p"	0	4	0	0	1	1	0	3	5	0	3	1	0	59	21	2	0	3	1	1	1	1	0	1	12	0	1	0	19
"hsa-miR-526b-5p"	0	1	7	2	0	1	0	3	8	2	1	1	1	27	25	1	0	2	3	0	0	0	0	0	33	0	2	0	20
"hsa-miR-557"	1	2	2	0	0	0	0	2	7	3	1	2	1	32	28	4	0	3	0	0	0	2	0	1	31	1	0	0	17
"hsa-miR-574-5p"	0	0	10	1	1	0	0	1	3	4	0	0	0	45	27	3	0	0	0	0	0	1	0	2	23	0	1	0	18
"hsa-miR-592"	0	1	2	0	0	0	0	3	8	1	2	2	2	31	26	4	0	2	1	0	1	0	0	2	28	5	0	0	19
"hsa-miR-636"	0	6	2	2	1	0	0	5	3	1	0	0	0	37	27	7	0	3	1	0	0	0	0	4	22	0	1	0	18
"hsa-miR-708-5p"	1	2	7	0	0	0	2	4	8	1	0	1	1	45	28	4	0	3	5	1	0	0	1	0	12	0	2	0	12
"hsa-miR-1231"	0	0	3	3	0	0	0	4	5	0	0	0	0	41	30	3	0	1	1	0	0	0	0	1	31	1	0	0	15
"hsa-miR-127-5p"	0	2	6	3	1	0	1	6	7	1	0	2	1	28	33	1	0	1	2	0	0	0	0	1	24	1	2	0	16
"hsa-miR-190a"	0	0	4	0	0	0	0	3	7	2	1	1	4	35	43	3	0	5	0	0	0	1	0	2	6	0	1	1	20
"hsa-miR-190b"	0	0	4	0	0	0	0	3	7	2	1	1	4	35	43	3	0	5	0	0	0	1	0	2	6	0	1	1	20
"hsa-miR-192-3p"	1	2	5	3	0	0	0	5	6	4	0	3	0	39	22	7	0	4	0	0	0	0	1	2	19	0	0	0	16
"hsa-miR-212-5p"	0	1	4	1	1	0	0	5	2	0	0	1	1	38	29	4	0	2	2	0	0	2	0	0	36	0	1	0	9
"hsa-miR-22-3p"	0	0	4	1	0	0	0	1	2	2	0	1	0	35	33	5	0	2	1	1	1	0	1	0	27	1	1	0	20
"hsa-miR-3126-3p"	1	2	8	1	0	0	0	7	5	0	0	1	1	41	33	1	0	1	2	0	0	0	1	0	14	0	1	0	19
"hsa-miR-3129-3p"	0	0	4	2	0	0	1	5	6	0	0	1	1	45	43	4	0	4	3	0	0	0	0	0	14	1	0	0	5
"hsa-miR-3165"	0	2	6	1	1	0	0	7	2	3	0	1	0	32	23	2	1	2	3	0	1	0	1	5	29	0	0	0	17
"hsa-miR-324-3p"	0	1	5	0	0	0	0	6	3	0	0	0	1	60	28	4	0	1	1	0	0	0	2	2	11	0	3	1	10
"hsa-miR-335-5p"	0	1	4	3	1	0	0	4	1	0	1	2	0	32	37	3	0	2	2	0	2	0	2	1	29	0	0	0	12
"hsa-miR-4427"	0	4	2	2	0	0	0	8	3	4	2	2	1	44	28	2	0	0	3	2	0	0	0	3	12	0	2	0	15
"hsa-miR-4751"	0	2	3	4	0	0	1	3	4	4	0	3	0	57	30	4	0	3	6	0	1	1	0	1	0	0	0	1	11
"hsa-miR-4799-3p"	1	0	1	0	0	0	0	5	4	0	0	2	0	42	31	1	0	2	1	0	0	0	2	1	25	0	1	0	20
"hsa-miR-497-3p"	0	2	0	1	0	0	0	7	9	0	0	2	0	37	38	3	0	2	2	0	0	0	0	2	20	0	1	1	12
"hsa-miR-506-5p"	0	1	4	5	0	1	0	5	4	4	2	4	0	46	33	3	0	1	2	0	2	0	0	1	11	0	1	0	9
"hsa-miR-5583-5p"	0	0	4	2	0	0	1	5	6	0	0	1	1	45	43	4	0	4	3	0	0	0	0	0	14	1	0	0	5
"hsa-miR-5588-5p"	1	0	1	0	0	0	0	5	4	0	0	2	0	42	31	1	0	2	1	0	0	0	2	1	25	0	1	0	20
"hsa-miR-664-5p"	0	1	4	0	0	0	0	5	5	1	0	2	1	46	27	2	0	2	3	0	0	0	2	0	22	1	0	0	15
"hsa-miR-96-5p"	0	0	5	2	1	0	0	4	2	1	0	2	1	33	34	5	0	2	1	0	0	0	0	1	17	0	3	0	25
"hsa-let-7a-2-3p"	1	0	1	0	0	0	0	0	6	5	1	2	0	37	28	2	0	1	2	3	0	0	0	3	38	0	0	0	8
"hsa-let-7g-3p"	1	0	1	0	0	0	0	0	6	5	1	2	0	37	28	2	0	1	2	3	0	0	0	3	38	0	0	0	8
"hsa-miR-133a"	0	1	0	2	1	0	0	4	7	1	0	1	3	35	27	2	0	5	1	0	0	1	0	2	34	0	0	0	11
"hsa-miR-133b"	0	1	0	2	1	0	0	4	7	1	0	1	3	35	27	2	0	5	1	0	0	1	0	2	34	0	0	0	11
"hsa-miR-2681-3p"	0	2	2	2	0	1	0	4	4	0	1	2	0	31	43	3	0	1	2	0	1	1	1	0	20	2	1	0	14
"hsa-miR-297"	1	0	5	0	0	0	0	1	9	3	3	3	2	27	47	1	0	1	0	0	0	0	0	1	16	0	1	0	17
"hsa-miR-3180"	0	0	3	0	0	0	0	5	3	2	1	0	1	55	27	4	0	4	4	0	0	0	2	3	12	0	1	0	11
"hsa-miR-3180-3p"	0	0	3	0	0	0	0	5	3	2	1	0	1	55	27	4	0	4	4	0	0	0	2	3	12	0	1	0	11
"hsa-miR-425-5p"	1	3	1	2	0	1	0	2	4	1	0	0	1	51	36	3	0	2	2	1	0	0	0	0	15	0	1	0	11
"hsa-miR-4290"	0	2	6	1	0	0	0	3	2	3	0	3	1	60	29	2	0	0	3	0	0	0	0	1	10	2	1	1	8
"hsa-miR-4463"	2	2	4	0	0	0	0	2	3	3	0	2	0	33	29	1	0	3	4	0	0	1	1	1	32	0	1	1	13
"hsa-miR-4520a-3p"	0	3	4	2	0	0	0	2	3	3	0	4	0	54	21	0	0	1	4	0	1	0	1	1	11	0	0	1	22
"hsa-miR-4529-5p"	0	4	4	2	1	0	0	1	4	2	0	2	0	44	31	1	0	2	1	0	2	0	1	1	18	0	1	0	16
"hsa-miR-548ao-3p"	1	1	4	0	0	0	0	3	6	4	0	3	1	36	44	3	0	3	2	0	0	0	0	0	20	0	0	0	7
"hsa-miR-548au-3p"	1	1	3	0	0	0	0	0	3	2	0	1	1	39	36	3	0	2	2	0	0	1	0	2	25	0	0	0	16
"hsa-miR-589-5p"	0	2	7	3	0	0	0	2	0	0	1	1	1	33	30	7	0	4	6	1	0	0	0	0	19	0	1	0	20
"hsa-miR-3126-5p"	0	3	5	1	0	0	0	4	3	0	1	1	0	61	28	2	0	2	2	0	0	1	0	2	3	0	1	0	17
"hsa-miR-3620"	0	1	7	1	0	0	1	2	7	1	0	0	0	35	27	3	0	2	1	0	0	1	0	1	37	1	0	3	6
"hsa-miR-4652-5p"	0	2	6	1	0	1	0	2	5	1	1	2	0	52	23	5	0	4	6	0	1	2	1	3	13	0	0	2	4
"hsa-miR-4794"	1	1	5	0	0	0	0	8	6	1	0	1	1	47	25	2	0	1	2	0	0	0	1	0	18	1	1	0	15
"hsa-miR-5009-3p"	0	2	4	1	0	0	0	3	6	1	1	3	0	36	42	3	2	0	3	0	0	0	0	1	22	1	0	1	5
"hsa-miR-642a-5p"	0	2	6	0	1	1	0	8	4	4	1	4	1	43	34	5	0	1	3	1	0	0	0	1	10	1	0	0	6
"hsa-miR-874"	0	0	4	1	0	0	0	6	2	2	0	0	2	58	30	4	0	0	1	0	0	0	2	1	16	1	1	1	5
"hsa-miR-888-3p"	1	7	1	1	0	1	0	3	5	1	1	2	1	44	34	7	0	1	3	0	0	0	2	2	9	0	0	0	11
"hsa-miR-18a-5p"	0	1	2	0	0	0	1	12	4	4	0	1	1	46	33	2	0	1	4	0	1	0	2	2	8	0	1	0	10
"hsa-miR-18b-5p"	0	1	2	0	0	0	1	12	4	4	0	1	1	46	33	2	0	1	4	0	1	0	2	2	8	0	1	0	10
"hsa-miR-3136-3p"	0	0	4	1	0	0	0	5	4	0	1	1	0	53	27	4	0	3	1	0	0	1	1	1	14	0	0	0	15
"hsa-miR-3184-3p"	0	1	1	2	0	0	0	0	4	1	1	1	2	38	26	1	0	1	2	2	0	0	0	1	35	1	0	0	16
"hsa-miR-4451"	0	0	3	0	0	0	0	2	5	2	0	1	0	30	29	3	0	1	1	0	0	0	0	2	52	0	0	0	5
"hsa-miR-4534"	0	1	0	0	0	0	0	3	6	0	1	2	1	47	27	2	0	1	5	2	2	1	1	1	21	1	1	3	7
"hsa-miR-4537"	0	1	2	1	0	0	0	1	0	1	0	0	1	27	16	1	0	0	0	1	3	1	0	1	67	1	0	2	9
"hsa-miR-4741"	0	0	5	3	0	0	0	0	3	1	0	2	0	48	22	2	0	5	3	0	0	1	0	2	17	0	1	1	20
"hsa-miR-5197-5p"	0	0	6	0	0	0	0	1	2	5	0	2	0	48	30	6	0	2	1	0	0	0	0	1	15	0	0	0	17
"hsa-miR-885-5p"	0	2	4	2	0	0	0	9	5	1	0	1	1	39	34	2	0	2	0	0	0	0	0	2	17	3	1	0	11
"hsa-miR-1255a"	0	0	3	3	0	0	0	5	5	0	1	0	0	36	22	3	0	1	2	1	1	1	2	0	33	0	0	2	14
"hsa-miR-2278"	1	1	3	3	0	0	0	4	6	1	0	2	1	46	20	0	0	1	1	0	2	0	0	4	21	0	1	0	17
"hsa-miR-3128"	1	1	1	0	0	0	0	8	4	2	0	0	0	37	33	0	0	2	2	0	0	0	1	1	22	0	3	0	17
"hsa-miR-363-3p"	2	2	1	0	0	0	0	4	5	1	1	2	0	31	33	2	0	0	1	1	0	0	0	0	39	0	1	0	9
"hsa-miR-3663-3p"	1	0	5	1	0	1	0	9	5	0	0	2	0	41	18	4	0	2	0	0	2	0	0	3	22	1	1	0	17
"hsa-miR-367-3p"	2	2	1	0	0	0	0	4	5	1	1	2	0	31	33	2	0	0	1	1	0	0	0	0	39	0	1	0	9
"hsa-miR-4289"	0	2	9	2	0	1	0	9	4	1	0	0	1	34	33	4	0	1	1	1	0	0	0	1	13	3	1	0	14
"hsa-miR-4304"	0	1	4	0	0	0	0	7	3	1	0	1	2	27	14	2	0	0	0	0	0	0	0	2	58	0	0	0	13
"hsa-miR-448"	1	0	2	0	0	0	0	8	8	2	0	1	0	34	43	2	0	2	1	0	0	2	0	1	17	1	0	0	10
"hsa-miR-5583-3p"	1	0	3	1	0	0	0	2	5	3	0	3	1	39	45	3	0	1	4	0	0	0	1	3	8	0	0	0	12
"hsa-miR-1470"	0	4	6	0	0	0	0	3	2	1	0	3	1	54	23	2	0	0	3	0	0	0	0	1	15	1	0	1	14
"hsa-miR-2964a-5p"	0	2	5	2	1	0	0	3	4	2	0	0	0	42	32	1	0	1	1	0	0	0	0	1	12	0	0	0	25
"hsa-miR-3166"	0	5	4	1	1	0	0	3	8	3	2	0	1	53	29	0	0	3	0	0	0	0	0	0	12	0	2	1	6
"hsa-miR-3193"	0	2	2	1	0	0	0	1	5	2	0	0	1	36	15	4	0	0	1	0	0	0	0	2	48	0	1	0	13
"hsa-miR-4277"	0	3	1	0	0	0	0	2	4	5	0	0	0	38	27	4	0	1	3	0	1	0	1	1	26	0	2	0	15
"hsa-miR-432-3p"	0	2	4	1	0	0	0	6	5	1	0	2	0	43	22	3	0	0	3	1	1	2	1	3	13	2	0	2	17
"hsa-miR-432-5p"	0	1	3	1	0	0	0	3	6	0	0	4	0	36	31	1	0	0	5	0	0	0	0	0	21	0	0	0	22
"hsa-miR-4684-3p"	0	1	1	0	0	1	0	2	2	0	0	1	0	36	34	3	0	4	0	0	0	0	1	0	32	1	0	0	15
"hsa-miR-499a-3p"	0	1	3	2	0	0	0	5	5	1	0	0	0	33	39	1	0	1	1	1	0	0	0	0	16	1	2	1	21
"hsa-miR-499b-3p"	0	1	3	2	0	0	0	5	5	1	0	0	0	33	39	1	0	1	1	1	0	0	0	0	16	1	2	1	21
"hsa-miR-561-5p"	0	4	2	2	0	1	0	5	9	0	0	1	1	45	24	2	0	2	4	0	0	0	5	0	7	0	1	0	19
"hsa-miR-568"	1	0	2	0	0	0	0	2	10	3	3	2	3	28	51	0	0	4	0	0	0	0	0	0	11	0	0	0	14
"hsa-miR-5701"	0	0	2	2	0	0	0	9	7	3	1	1	0	29	45	4	0	2	2	1	0	0	0	0	7	1	0	1	17
"hsa-miR-597"	0	0	3	0	0	0	0	5	3	2	1	1	2	37	19	3	0	0	1	0	1	0	0	1	36	4	1	0	14
"hsa-miR-1226-5p"	0	2	2	0	1	1	0	2	2	0	0	1	0	52	27	2	0	4	2	0	0	2	0	2	12	0	1	0	18
"hsa-miR-1265"	0	2	2	0	0	1	0	1	5	1	0	0	0	42	24	3	0	1	1	1	1	1	1	1	23	0	1	2	19
"hsa-miR-1292"	1	1	3	1	0	0	0	4	6	1	1	3	0	47	24	5	0	4	6	1	0	0	1	0	15	0	1	1	7
"hsa-miR-3191-3p"	0	2	3	0	0	0	0	3	8	1	0	2	1	50	22	5	0	2	6	0	1	1	0	3	12	0	0	2	9
"hsa-miR-3909"	0	3	4	1	0	0	0	11	3	1	0	3	0	38	32	3	0	2	1	2	0	0	2	0	4	1	2	1	19
"hsa-miR-3913-3p"	0	1	2	3	0	0	0	5	4	2	1	0	0	38	47	3	0	0	0	1	0	0	0	0	6	0	1	1	18
"hsa-miR-3920"	1	2	2	1	0	1	1	4	5	4	1	0	0	35	40	3	0	0	1	0	1	0	0	1	12	2	0	1	15
"hsa-miR-3942-5p"	0	2	1	0	0	0	0	5	6	1	0	2	1	30	42	1	0	6	1	0	0	0	1	2	22	2	1	0	7
"hsa-miR-4527"	0	2	5	1	0	0	0	4	3	4	0	1	1	30	22	2	0	1	1	1	0	0	1	1	33	1	0	0	19
"hsa-miR-4683"	0	1	2	0	0	0	1	4	3	0	1	2	1	43	27	3	0	2	2	2	0	0	0	1	27	0	0	0	11
"hsa-miR-4782-5p"	0	1	6	0	0	0	0	3	3	1	0	1	0	45	19	5	0	0	3	0	0	1	1	1	22	0	1	0	20
"hsa-miR-500a-3p"	0	0	7	0	1	0	1	6	4	2	0	1	0	44	26	5	0	1	0	0	1	0	1	1	16	1	1	0	14
"hsa-miR-5092"	0	3	2	1	0	0	1	2	4	1	0	3	2	33	41	6	1	2	3	0	0	0	0	2	14	0	0	0	12
"hsa-miR-558"	1	1	6	1	0	0	1	3	4	2	0	0	1	35	26	5	0	3	5	1	0	0	1	0	23	0	0	0	14
"hsa-miR-5584-3p"	0	3	4	0	0	0	0	4	5	5	0	1	0	34	26	3	0	1	3	0	2	0	1	1	18	1	2	0	19
"hsa-miR-5706"	0	1	6	0	0	0	0	3	3	1	0	1	0	45	19	5	0	0	3	0	0	1	1	1	22	0	1	0	20
"hsa-miR-876-3p"	0	0	0	1	1	0	0	5	2	2	0	1	0	28	28	2	1	3	1	0	1	0	1	4	31	0	1	1	19
"hsa-miR-876-5p"	1	2	4	2	0	0	1	3	7	0	1	2	0	25	42	2	2	1	5	0	0	1	1	1	11	1	0	2	16
"hsa-miR-124-3p"	0	1	4	1	0	0	0	6	4	0	0	1	1	39	30	5	0	2	4	0	0	0	1	2	16	1	1	1	12
"hsa-miR-1298"	0	2	8	2	0	2	0	5	5	2	1	4	1	30	32	2	0	5	1	0	0	0	0	2	6	3	0	0	19
"hsa-miR-146b-3p"	0	0	3	1	1	0	0	2	6	3	0	0	1	47	26	5	0	0	1	1	0	0	0	1	21	2	1	1	9
"hsa-miR-1539"	0	2	2	1	0	0	0	2	5	2	0	0	1	37	14	2	0	0	1	0	0	0	0	2	48	0	1	0	12
"hsa-miR-2114-3p"	0	3	1	1	0	1	0	2	3	2	0	1	1	26	16	4	0	0	1	1	0	0	0	0	58	0	0	0	11
"hsa-miR-3168"	0	1	1	0	0	0	0	6	3	2	0	0	0	29	26	3	0	2	3	0	0	0	1	2	33	0	2	0	18
"hsa-miR-3668"	0	2	1	2	0	0	0	3	8	3	2	1	1	29	47	2	0	2	2	0	0	0	2	0	12	1	0	0	12
"hsa-miR-367-5p"	0	1	1	0	0	1	0	1	5	3	0	0	0	42	28	6	0	4	0	0	0	0	2	0	20	1	0	1	16
"hsa-miR-3936"	0	1	3	1	0	0	0	7	5	2	1	0	0	46	32	2	0	7	4	0	1	1	0	2	10	0	1	0	6
"hsa-miR-4745-5p"	0	1	10	1	1	0	0	4	5	2	0	0	0	41	24	5	0	0	1	0	1	1	0	1	14	0	1	2	17
"hsa-miR-506-3p"	0	1	4	1	0	0	0	6	4	0	0	1	1	39	30	5	0	2	4	0	0	0	1	2	16	1	1	1	12
"hsa-miR-548ag"	0	0	3	1	0	1	1	10	5	4	0	0	1	41	41	1	0	2	3	0	0	0	0	0	5	1	1	0	11
"hsa-miR-548ai"	0	0	3	1	0	1	1	11	5	4	0	0	1	41	41	1	0	2	3	0	0	0	0	0	5	0	1	0	11
"hsa-miR-570-5p"	0	0	3	1	0	1	1	10	5	4	0	0	1	41	41	1	0	2	3	0	0	0	0	0	5	1	1	0	11
"hsa-miR-5705"	0	3	2	0	0	0	0	7	5	1	1	1	1	27	30	3	0	1	0	0	0	1	1	1	29	3	0	1	14
"hsa-miR-622"	0	1	1	1	0	0	0	2	5	3	0	1	1	39	28	0	0	2	2	2	0	0	0	1	28	0	0	1	14
"hsa-miR-1234"	0	1	0	2	0	2	0	1	6	3	1	1	0	37	13	3	1	1	0	0	0	0	0	0	48	1	0	0	10
"hsa-miR-198"	0	5	6	0	0	0	0	7	8	2	0	2	0	46	26	3	0	1	3	0	0	1	0	0	13	0	0	0	8
"hsa-miR-3144-5p"	0	1	5	0	0	1	0	4	7	1	1	1	0	54	23	4	0	4	6	0	1	3	0	3	4	0	0	2	6
"hsa-miR-3162-5p"	1	3	2	2	0	1	1	1	4	0	1	1	0	48	26	6	0	1	5	1	0	1	0	2	16	1	1	0	6
"hsa-miR-3657"	1	0	6	1	0	0	0	4	6	2	0	0	2	36	29	4	0	1	0	0	1	0	0	0	17	4	0	0	17
"hsa-miR-3682-3p"	0	1	2	3	0	0	1	3	4	4	2	1	1	34	30	1	0	1	1	1	1	0	0	3	14	3	0	0	20
"hsa-miR-3691-5p"	0	2	7	2	0	0	0	7	3	1	0	1	0	38	21	3	1	0	2	0	1	0	0	1	21	1	0	1	18
"hsa-miR-4296"	0	2	8	2	0	0	0	2	7	2	1	2	0	38	21	2	0	3	2	0	1	0	0	1	15	0	1	1	20
"hsa-miR-4642"	0	3	3	0	0	0	0	6	2	2	0	2	0	34	28	5	0	1	0	1	0	0	0	1	19	0	1	0	23
"hsa-miR-4749-3p"	0	0	7	0	0	1	0	1	3	1	0	1	0	59	27	5	0	5	4	0	0	0	0	2	7	0	0	1	7
"hsa-miR-4786-3p"	0	1	3	2	1	0	0	4	5	1	1	2	0	33	25	1	0	1	2	2	0	0	0	2	26	1	2	0	16
"hsa-miR-489"	1	2	4	4	0	0	0	2	3	1	1	0	0	49	27	2	0	1	0	2	0	0	0	0	15	0	1	0	16
"hsa-miR-609"	0	0	4	2	0	0	0	7	5	1	1	1	0	37	20	3	0	1	1	1	1	0	0	1	23	1	0	0	21
"hsa-miR-635"	0	3	6	4	0	0	0	3	3	0	0	2	0	39	24	4	0	3	2	0	0	1	0	1	28	0	0	0	8
"hsa-miR-934"	0	2	1	0	0	0	0	1	5	0	0	0	0	21	36	3	0	5	0	0	0	0	0	0	52	0	2	0	3
"hsa-miR-100-3p"	0	0	3	1	1	0	1	4	2	3	0	1	0	35	35	1	0	1	1	0	0	0	1	0	22	2	1	0	15
"hsa-miR-182-5p"	0	0	4	1	1	0	0	3	4	2	0	2	1	28	36	4	0	3	1	0	0	0	0	0	14	0	3	0	23
"hsa-miR-3140-5p"	0	4	2	1	0	0	0	3	5	3	2	2	0	40	29	4	0	1	2	0	0	0	0	0	22	0	0	0	10
"hsa-miR-4504"	2	2	3	1	0	0	0	4	5	3	0	0	0	42	34	0	0	2	0	0	0	1	0	0	17	0	1	0	13
"hsa-miR-4694-5p"	0	0	2	0	0	0	0	5	6	3	0	1	0	29	21	3	0	2	0	0	0	0	0	3	42	0	0	0	13
"hsa-miR-490-5p"	1	2	5	0	0	0	0	3	7	1	1	2	1	29	37	7	1	1	5	0	0	0	0	3	9	1	0	1	13
"hsa-miR-5007-3p"	0	0	5	1	0	0	0	4	8	3	1	0	1	32	45	3	0	4	1	0	1	1	1	0	6	1	1	0	11
"hsa-miR-642b-5p"	1	2	3	2	0	0	0	5	8	3	1	2	0	38	30	8	0	1	3	0	0	0	0	0	13	2	1	0	7
"hsa-miR-668"	0	1	3	1	0	1	0	4	5	2	2	2	1	31	25	2	0	1	0	0	1	0	0	3	31	0	1	0	13
"hsa-miR-670"	1	1	2	0	1	0	0	2	9	4	1	0	0	43	31	5	0	2	3	2	0	0	1	1	16	1	0	0	4
"hsa-miR-154-3p"	0	0	1	3	0	0	0	5	11	1	1	2	0	32	46	2	0	1	1	0	1	0	0	2	9	1	1	0	9
"hsa-miR-25-3p"	2	3	1	1	0	2	0	5	5	1	2	2	0	28	32	3	0	1	1	0	0	0	0	0	29	0	0	0	11
"hsa-miR-2964a-3p"	0	1	1	1	0	0	0	4	8	1	0	0	0	28	33	1	0	1	1	1	0	0	0	2	19	0	1	0	26
"hsa-miR-3190-3p"	0	3	3	2	0	0	0	1	4	2	1	3	0	34	31	4	0	2	5	0	0	0	1	0	18	0	1	0	14
"hsa-miR-3689a-5p"	0	1	1	0	0	1	0	2	7	3	1	2	2	36	34	2	0	1	0	0	0	1	0	1	18	0	1	1	14
"hsa-miR-3689b-5p"	0	1	1	0	0	1	0	2	7	3	1	2	2	36	34	2	0	1	0	0	0	1	0	1	18	0	1	1	14
"hsa-miR-3689e"	0	1	1	0	0	1	0	2	7	3	1	2	2	36	34	2	0	1	0	0	0	1	0	1	18	0	1	1	14
"hsa-miR-3689f"	0	1	1	0	0	1	0	2	7	3	1	2	2	36	34	2	0	1	0	0	0	1	0	1	18	0	1	1	14
"hsa-miR-4326"	0	1	0	1	1	0	1	3	4	5	1	4	0	36	40	5	0	2	2	1	0	0	0	0	6	0	1	0	15
"hsa-miR-4506"	1	0	2	2	0	0	0	3	6	1	0	3	0	38	34	4	0	5	1	2	0	0	0	1	13	0	0	0	13
"hsa-miR-4677-5p"	0	1	5	0	0	0	0	5	4	1	0	1	2	30	32	4	0	2	3	1	0	0	0	2	12	0	1	0	23
"hsa-miR-4724-5p"	1	0	2	1	0	0	1	8	7	1	2	3	1	30	36	1	0	2	2	0	0	0	0	0	18	1	1	0	11
"hsa-miR-4764-5p"	0	2	5	1	0	0	0	5	4	1	0	0	0	39	22	6	0	0	3	0	1	1	0	1	14	2	1	1	20
"hsa-miR-4790-3p"	0	2	3	1	1	0	0	3	3	4	0	2	1	42	32	0	1	3	2	1	1	0	0	1	8	0	0	0	18
"hsa-miR-487a"	0	0	1	3	0	0	0	5	11	1	1	2	0	32	46	2	0	1	1	0	1	0	0	2	9	1	1	0	9
"hsa-miR-569"	0	2	2	1	0	0	0	8	4	3	0	0	1	33	45	4	0	4	4	0	0	0	0	1	8	0	1	0	8
"hsa-miR-5690"	0	1	3	1	0	0	0	1	4	1	0	0	2	36	30	2	0	2	0	0	0	0	0	0	36	1	0	0	9
"hsa-miR-632"	0	1	3	3	0	0	0	4	3	3	0	0	0	42	27	2	0	1	0	1	0	0	0	1	22	1	0	0	15
"hsa-miR-653"	0	0	1	0	0	0	0	2	2	1	1	2	0	24	14	1	0	2	1	0	1	0	0	0	66	0	0	1	10
"hsa-miR-802"	1	0	4	1	0	0	0	2	5	1	0	1	1	35	41	2	0	3	1	3	0	0	0	2	14	0	3	0	9
"hsa-miR-1193"	0	0	1	0	0	0	0	3	7	2	0	2	0	44	21	2	0	1	4	1	1	1	1	1	22	0	0	4	10
"hsa-miR-1255b-2-3p"	0	0	3	2	1	0	0	2	1	1	0	1	1	33	37	1	0	2	2	0	0	0	0	1	24	0	0	1	15
"hsa-miR-1268a"	0	4	0	1	1	0	0	4	1	1	0	0	1	25	2	0	0	2	1	0	0	0	0	2	73	0	0	0	10
"hsa-miR-1268b"	0	4	0	1	1	0	0	4	1	1	0	0	1	25	2	0	0	2	1	0	0	0	0	2	73	0	0	0	10
"hsa-miR-16-1-3p"	1	1	4	1	0	0	0	1	7	5	0	0	0	36	27	2	0	5	1	0	0	0	0	3	26	0	1	0	7
