	Unnamed: 0	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
1123	hsa-miR-4648		2.0	6.0	6.0				12.0	7.0	2.0	1.0	12.0		93	42	6.0		3.0	4.0			1.0	2.0	1.0	54.0		3.0		30.0
1124	hsa-miR-4649-3p		6.0	16.0	4.0		2.0		18.0	5.0	4.0		9.0	1.0	99	61	9.0		4.0		1.0				4.0	130.0				15.0
1125	hsa-miR-4649-5p		1.0						2.0	3.0				2.0	45	12	2.0		8.0	1.0					1.0	25.0				34.0
1126	hsa-miR-4650-3p		4.0	5.0					3.0	7.0	1.0		4.0		33	52	3.0		9.0	4.0					4.0	37.0	5.0			9.0
1127	hsa-miR-4650-5p			9.0	3.0	1.0				4.0	12.0		2.0		89	48	1.0	1.0	2.0	2.0		2.0	2.0		2.0	63.0				29.0
1128	hsa-miR-4651		2.0	9.0	2.0				6.0	5.0	4.0	5.0			57	54	10.0	1.0	3.0	9.0	2.0	1.0		1.0	11.0	80.0				13.0
1129	hsa-miR-4652-3p		8.0	18.0	7.0		1.0		16.0	6.0	3.0		1.0	2.0	88	66	7.0		3.0	1.0				3.0	7.0	71.0	4.0	5.0	2.0	41.0
1130	hsa-miR-4652-5p		2.0	9.0	1.0		1.0		2.0	5.0	1.0	4.0	4.0		88	36	8.0		13.0	12.0		1.0	2.0	2.0	3.0	27.0			2.0	4.0
1131	hsa-miR-4653-3p			2.0	3.0		1.0	1.0	1.0	1.0			1.0		56	48	3.0			7.0					1.0	138.0				16.0
1132	hsa-miR-4653-5p		8.0	14.0	8.0		1.0		10.0	7.0	6.0		9.0	10.0	80	60	8.0		4.0	1.0		1.0		1.0	4.0	24.0		6.0	1.0	59.0
1133	hsa-miR-4654		2.0	4.0	2.0				10.0	12.0	2.0	1.0	3.0		91	76	2.0		5.0	4.0	2.0			2.0	1.0	324.0		3.0	2.0	31.0
1134	hsa-miR-4655-3p		4.0	3.0					4.0	4.0	2.0			1.0	34	23	5.0									15.0	3.0	1.0		18.0
1135	hsa-miR-4655-5p		1.0	7.0	2.0				4.0	3.0	9.0			8.0	39	31			5.0	5.0		1.0			5.0	5.0				4.0
1136	hsa-miR-4656		1.0	10.0	3.0				1.0	7.0	1.0		1.0		105	40	4.0		10.0	3.0			2.0		6.0	106.0		1.0	5.0	19.0
1137	hsa-miR-4657		4.0	9.0					1.0	10.0	1.0	1.0	2.0	3.0	79	50	14.0		1.0	1.0		2.0		1.0		17.0				40.0
1138	hsa-miR-4658			10.0		18.0			3.0	9.0	2.0				38	44	6.0		4.0	1.0			4.0		3.0	40.0		1.0	2.0	27.0
1139	hsa-miR-4659a-3p		5.0	20.0	19.0				22.0	28.0	2.0	7.0	3.0	2.0	156	122	11.0	2.0	4.0	16.0		1.0			6.0	36.0	12.0	5.0		57.0
1140	hsa-miR-4659a-5p	2.0	3.0	17.0	1.0				6.0	14.0	1.0		2.0		79	51	9.0		4.0	1.0		1.0			8.0	60.0		1.0		23.0
1141	hsa-miR-4659b-3p		5.0	20.0	19.0				22.0	28.0	2.0	7.0	3.0	2.0	156	122	11.0	2.0	4.0	16.0		1.0			6.0	36.0	12.0	5.0		57.0
1142	hsa-miR-4659b-5p	1.0	1.0	7.0					4.0	11.0	6.0		2.0		60	37	2.0		3.0	1.0		1.0			5.0	57.0		1.0	1.0	21.0
1143	hsa-miR-466	6.0		11.0	2.0			2.0	5.0	12.0	1.0	1.0	2.0	1.0	105	123	9.0		6.0	2.0		1.0	1.0	2.0	14.0	43.0		6.0	2.0	20.0
1144	hsa-miR-4660		1.0	8.0					2.0	12.0	3.0		3.0	9.0	108	64	10.0	1.0	1.0	8.0					1.0	42.0		7.0		41.0
1145	hsa-miR-4661-3p		2.0	3.0			1.0		3.0	13.0	5.0			2.0	57	29			4.0	2.0				6.0	1.0	32.0		4.0		17.0
1146	hsa-miR-4661-5p			2.0					1.0	6.0	1.0		1.0		45	23				1.0			3.0		2.0	18.0	5.0			
1147	hsa-miR-4662a-3p		2.0	14.0				3.0	25.0	12.0		1.0	1.0		89	132	5.0		5.0	2.0					1.0	11.0		2.0		38.0
1148	hsa-miR-4662a-5p		2.0						1.0	14.0	9.0		1.0		34	45	3.0		4.0				1.0			60.0				9.0
1149	hsa-miR-4662b		4.0	1.0	1.0			3.0	21.0	15.0	2.0	4.0	1.0		104	124	14.0		5.0	3.0				13.0	7.0	48.0		2.0	1.0	37.0
1150	hsa-miR-4663	2.0	2.0	12.0	3.0		2.0	1.0	1.0	16.0	2.0			1.0	89	58	4.0		2.0							168.0	4.0			19.0
1151	hsa-miR-4664-3p			3.0					4.0			1.0	2.0		17	22	1.0		1.0	1.0				2.0	1.0	5.0				13.0
1152	hsa-miR-4664-5p		2.0	5.0	2.0				5.0	7.0	3.0	7.0	1.0		71	38	11.0	1.0	2.0	3.0	2.0	1.0		1.0	5.0	87.0		1.0		23.0
1153	hsa-miR-4665-3p								2.0	2.0		1.0			49	1	2.0	1.0	4.0							62.0	1.0			7.0
1154	hsa-miR-4665-5p	1.0		15.0	1.0				10.0	25.0	3.0	3.0	5.0	12.0	145	66	21.0	4.0	6.0	15.0	1.0	4.0	1.0	1.0	11.0	47.0				19.0
1155	hsa-miR-4666a-3p	1.0	2.0	3.0	2.0				44.0	25.0	6.0		3.0	2.0	116	142	9.0		5.0		2.0			1.0	7.0	93.0	6.0	1.0	1.0	37.0
1156	hsa-miR-4666a-5p	6.0	1.0	12.0	4.0				9.0	11.0	1.0		2.0	2.0	92	122	2.0		2.0	4.0			1.0		1.0	15.0				23.0
1157	hsa-miR-4666b	3.0		4.0	4.0				1.0	9.0	2.0	4.0	1.0	1.0	95	103	1.0		3.0	1.0			1.0		3.0	38.0	3.0		1.0	26.0
1158	hsa-miR-4667-3p		4.0	35.0					15.0	4.0	2.0		17.0		95	98	9.0			5.0	2.0				6.0	68.0	2.0		1.0	11.0
1159	hsa-miR-4667-5p	2.0	2.0	12.0	2.0				8.0	14.0	3.0	1.0	4.0	12.0	121	69	15.0		3.0	13.0	1.0	3.0	1.0		9.0	85.0			1.0	18.0
1160	hsa-miR-4668-3p			6.0	2.0			3.0	13.0	28.0	4.0		14.0	1.0	94	95	14.0	2.0	11.0	8.0	2.0				4.0	32.0	9.0	1.0	2.0	30.0
1161	hsa-miR-4668-5p	1.0	1.0	8.0	2.0			1.0	2.0	23.0	1.0	4.0	20.0		164	97	22.0	2.0	13.0	24.0			1.0	4.0	2.0	27.0				10.0
1162	hsa-miR-4669	5.0		4.0					5.0	9.0	5.0		2.0	3.0	47	22	3.0					1.0			2.0	27.0	10.0			18.0
1163	hsa-miR-4670-3p		1.0	6.0	2.0			1.0	13.0	9.0	5.0			2.0	49	101	5.0		7.0	13.0		1.0		2.0	8.0	42.0				24.0
1164	hsa-miR-4670-5p							1.0		2.0	1.0				16	13	2.0								3.0	25.0				5.0
1165	hsa-miR-4671-3p			2.0	2.0				5.0	6.0	4.0			2.0	68	52	2.0		3.0	2.0					1.0	100.0	2.0	1.0		11.0
1166	hsa-miR-4671-5p		3.0	2.0				4.0	7.0	2.0			1.0		23	33									1.0	11.0				17.0
1167	hsa-miR-4672	6.0	2.0	7.0	1.0	1.0		1.0	9.0	12.0	2.0	1.0	5.0	1.0	92	119	5.0		7.0	2.0	1.0	1.0		4.0	12.0	64.0		1.0	1.0	25.0
1168	hsa-miR-4673		4.0	12.0	3.0				7.0	12.0	7.0	3.0	3.0	2.0	123	59	6.0	1.0	3.0	3.0		4.0	3.0	2.0	4.0	254.0				27.0
1169	hsa-miR-4674	1.0	1.0	6.0	4.0		4.0		6.0	19.0		2.0	1.0	2.0	103	41	4.0		13.0	7.0			2.0		3.0	50.0	1.0	2.0		35.0
1170	hsa-miR-4675			8.0	5.0					5.0	1.0	1.0	2.0	2.0	129	51	2.0		4.0	4.0		1.0			4.0	34.0		2.0	5.0	17.0
1171	hsa-miR-4676-3p		4.0	4.0	4.0		1.0		10.0	19.0	1.0		1.0		63	69	14.0		6.0			1.0		3.0		54.0	14.0			27.0
1172	hsa-miR-4676-5p			8.0	3.0	1.0			3.0	8.0	9.0		1.0		76	38	34.0		3.0	2.0		2.0		1.0	4.0	113.0				28.0
1173	hsa-miR-4677-3p		8.0	14.0	8.0		2.0		22.0	11.0			4.0	3.0	64	74	12.0		4.0							79.0	4.0			47.0
1174	hsa-miR-4677-5p		1.0	11.0					12.0	8.0	2.0		1.0	3.0	46	59	5.0		3.0	3.0	3.0				3.0	19.0		1.0		36.0
1175	hsa-miR-4678			1.0					6.0	2.0	8.0		1.0	12.0	37	47	5.0		7.0	2.0					2.0	19.0	2.0			7.0
1176	hsa-miR-4679		8.0	11.0	7.0		1.0		21.0	15.0	1.0		4.0	3.0	74	77	15.0		2.0							47.0	4.0		1.0	47.0
1177	hsa-miR-4680-3p		6.0	3.0	3.0				22.0	11.0	6.0	10.0	6.0	1.0	69	57		2.0	1.0	5.0					6.0	27.0		8.0		24.0
1178	hsa-miR-4680-5p		1.0	13.0					6.0	15.0	1.0		2.0		59	68	3.0		18.0	5.0		1.0				71.0		4.0		19.0
1179	hsa-miR-4681		2.0	1.0	7.0				4.0	7.0	1.0		4.0		31	35	5.0		1.0					1.0		7.0		1.0		19.0
1180	hsa-miR-4682			8.0	3.0				1.0	5.0	1.0		7.0	1.0	65	52	3.0		3.0	3.0			4.0		4.0	51.0		1.0		21.0
1181	hsa-miR-4683		1.0	6.0				1.0	9.0	5.0		2.0	6.0	7.0	77	49	4.0		2.0	10.0	4.0				1.0	44.0				24.0
1182	hsa-miR-4684-3p		1.0	3.0			1.0		5.0	3.0			1.0		63	67	12.0		8.0					1.0		49.0	3.0			20.0
1183	hsa-miR-4684-5p	1.0	3.0	6.0	3.0				3.0	17.0	4.0			9.0	63	74	16.0		1.0	9.0			1.0		1.0	90.0		3.0	1.0	17.0
1184	hsa-miR-4685-3p		2.0	30.0	1.0				14.0	16.0	1.0		1.0		73	82	13.0		1.0	4.0					3.0	42.0				13.0
1185	hsa-miR-4685-5p		2.0	26.0	3.0	1.0			4.0	8.0	5.0	1.0	4.0		123	41	1.0	1.0		10.0		3.0	1.0		6.0	154.0		1.0	5.0	29.0
1186	hsa-miR-4686		4.0	3.0	5.0				8.0	5.0	2.0				73	45	3.0		2.0		1.0					12.0	2.0		1.0	27.0
1187	hsa-miR-4687-3p			6.0	6.0				6.0	4.0	1.0	1.0	3.0		85	49	2.0			2.0					1.0	63.0		1.0		39.0
1188	hsa-miR-4687-5p		2.0	4.0					3.0	6.0	1.0	1.0		1.0	94	49	2.0	1.0	4.0					4.0		52.0	2.0		2.0	8.0
1189	hsa-miR-4688	1.0		7.0					7.0	9.0	6.0	3.0	3.0		108	48	12.0		9.0	2.0		1.0			3.0	10.0		1.0		9.0
1190	hsa-miR-4689		2.0	5.0	10.0		2.0	1.0	7.0	5.0	5.0		4.0	1.0	102	50	20.0		8.0	8.0					1.0	22.0		2.0		33.0
1191	hsa-miR-4690-3p			4.0	1.0			1.0	4.0	5.0	3.0	1.0		2.0	95	63	10.0	1.0	1.0			1.0	1.0		3.0	43.0			1.0	24.0
1192	hsa-miR-4690-5p	1.0	6.0	10.0	1.0	1.0			7.0	11.0	5.0			1.0	85	53	2.0		2.0	8.0		2.0			3.0	52.0		2.0		27.0
1193	hsa-miR-4691-3p		5.0	3.0	3.0				2.0	21.0	4.0	1.0		2.0	113	51	8.0	1.0				1.0	1.0		2.0	180.0				28.0
1194	hsa-miR-4691-5p		7.0	37.0	1.0				4.0	9.0		3.0	6.0		87	47	10.0		4.0	6.0	2.0					42.0		3.0	1.0	25.0
1195	hsa-miR-4692		1.0	12.0	1.0				6.0	6.0	11.0	3.0	7.0		101	59	1.0	1.0	2.0	3.0		3.0		3.0	2.0	244.0	7.0			21.0
1196	hsa-miR-4693-3p		4.0	12.0		18.0			6.0	6.0		2.0	15.0	3.0	77	61	1.0			2.0		1.0		2.0	4.0	85.0				13.0
1197	hsa-miR-4693-5p		2.0	10.0	3.0				9.0	4.0			4.0		42	79	6.0		2.0			1.0			5.0	11.0	1.0	1.0		9.0
1198	hsa-miR-4694-3p			4.0					6.0	12.0	4.0		5.0		86	110	8.0	2.0	8.0	2.0		1.0		1.0	1.0	12.0				23.0
1199	hsa-miR-4694-5p			2.0					19.0	11.0	4.0		1.0		49	33	5.0		3.0						9.0	69.0				20.0
1200	hsa-miR-4695-3p		1.0	7.0	17.0	1.0			7.0	26.0	4.0		1.0	1.0	34	67			1.0	4.0		1.0			4.0	98.0				21.0
1201	hsa-miR-4695-5p		1.0	12.0	3.0				16.0	9.0	1.0		2.0	20.0	117	94	17.0		10.0					1.0	3.0	310.0	2.0			31.0
1202	hsa-miR-4696	1.0	3.0	9.0	1.0				8.0	3.0	12.0		2.0		50	47	4.0		11.0	2.0				4.0	2.0	38.0				21.0
1203	hsa-miR-4697-3p		1.0	13.0	6.0				3.0	19.0	1.0			1.0	84	24	8.0		3.0				1.0		3.0	11.0				16.0
1204	hsa-miR-4697-5p	1.0		11.0	1.0				5.0	8.0	3.0	2.0	4.0		122	26	20.0	3.0	8.0	7.0				1.0	7.0	15.0				17.0
1205	hsa-miR-4698			16.0	5.0			1.0	19.0	31.0	4.0		7.0		161	185	20.0		8.0	3.0	1.0				12.0	100.0	7.0		8.0	50.0
1206	hsa-miR-4699-3p			6.0					26.0	26.0	1.0	7.0	2.0	2.0	104	158	4.0		8.0						3.0	30.0	15.0	1.0		25.0
1207	hsa-miR-4699-5p		2.0	4.0	12.0	1.0		3.0	12.0	13.0	1.0		9.0	9.0	90	113	2.0		18.0	5.0			2.0			31.0		3.0		38.0
1208	hsa-miR-4700-3p		3.0	21.0	8.0	1.0			15.0	19.0	3.0		6.0		121	44			8.0	1.0		1.0	1.0	7.0	3.0	66.0	2.0	1.0	4.0	27.0
1209	hsa-miR-4700-5p	1.0	3.0	11.0	1.0				8.0	13.0	3.0	1.0	10.0	13.0	122	79	16.0		3.0	11.0	1.0	3.0	1.0		9.0	107.0			1.0	22.0
1210	hsa-miR-4701-3p	1.0	1.0	11.0	5.0				6.0	6.0	1.0		2.0		51	60	12.0		4.0	1.0	1.0				2.0	60.0	2.0			53.0
1211	hsa-miR-4701-5p		4.0	1.0	2.0	3.0			8.0	7.0	6.0		1.0		86	50	4.0		5.0	1.0			2.0	3.0	1.0	169.0		1.0		18.0
1212	hsa-miR-4703-3p		4.0	1.0	1.0			1.0	8.0	3.0	7.0		1.0		37	27	3.0		1.0	2.0				1.0	1.0	47.0				7.0
1213	hsa-miR-4703-5p		2.0	5.0	1.0				5.0	4.0	7.0		2.0	9.0	45	67			4.0	1.0				1.0	7.0	29.0		1.0		7.0
1214	hsa-miR-4704-3p			6.0	1.0		1.0		1.0	19.0	8.0				64	58	4.0		10.0					2.0	2.0	27.0			1.0	12.0
1215	hsa-miR-4704-5p		1.0	13.0	2.0		1.0		12.0	4.0	2.0		1.0	16.0	61	53	2.0		1.0	3.0		1.0			3.0	8.0				5.0
1216	hsa-miR-4705		1.0	3.0	4.0				7.0	9.0	3.0			2.0	31	71			1.0	2.0		1.0				34.0	3.0	2.0	1.0	6.0
1217	hsa-miR-4706			1.0					1.0		5.0			8.0	48	25	1.0		4.0	5.0	2.0	1.0			1.0	11.0			1.0	14.0
1218	hsa-miR-4707-3p			4.0						4.0					57	13	1.0		3.0	4.0					1.0	49.0				14.0
1219	hsa-miR-4707-5p		1.0	11.0					10.0	8.0		1.0	2.0	2.0	63	25	3.0								3.0	23.0				11.0
1220	hsa-miR-4708-3p		4.0	5.0	1.0				1.0	9.0	6.0			2.0	68	49	2.0		11.0	4.0		1.0		5.0	1.0	22.0		1.0		20.0
1221	hsa-miR-4708-5p		4.0	11.0	6.0			1.0	16.0	7.0	1.0	2.0	5.0		88	88	6.0		3.0	12.0	2.0				7.0	43.0		1.0		34.0
1222	hsa-miR-4709-3p		3.0	10.0	17.0				11.0	2.0	2.0		11.0	1.0	84	104			13.0	4.0	2.0		2.0	2.0		15.0	4.0	4.0		30.0
1223	hsa-miR-4709-5p		2.0	14.0	1.0	1.0			13.0	17.0	7.0		4.0	1.0	100	85	9.0		5.0	2.0	3.0			1.0	4.0	29.0	3.0	1.0	1.0	38.0
1224	hsa-miR-4710		1.0	3.0	3.0				18.0	7.0					60	32	17.0		8.0	4.0			1.0			54.0	1.0			18.0
1225	hsa-miR-4711-3p				1.0				3.0	16.0	4.0				63	40	1.0		3.0						1.0	45.0	2.0	3.0		12.0
1226	hsa-miR-4711-5p	1.0	3.0		1.0				8.0	4.0	1.0			1.0	73	46	2.0	2.0	1.0	5.0	2.0	1.0		2.0		8.0	1.0	2.0		47.0
1227	hsa-miR-4712-3p		2.0	12.0		18.0			10.0	7.0	1.0	2.0	12.0	3.0	93	66	11.0		5.0	1.0		1.0				57.0			1.0	20.0
1228	hsa-miR-4712-5p	1.0	3.0	1.0	6.0				7.0	3.0	6.0		1.0		76	50	5.0		1.0	1.0			1.0		2.0	63.0		7.0		12.0
1229	hsa-miR-4713-3p		1.0	4.0					1.0	12.0	6.0			2.0	46	53			4.0	5.0	2.0			2.0	1.0	317.0		3.0	2.0	18.0
1230	hsa-miR-4713-5p		8.0	31.0	1.0				4.0	15.0	5.0		2.0		69	83	9.0		3.0	3.0	1.0				1.0	229.0		1.0		24.0
1231	hsa-miR-4714-3p	1.0	1.0	5.0					4.0	3.0		1.0	2.0		42	44	11.0		1.0						5.0	51.0		1.0		17.0
1232	hsa-miR-4714-5p		11.0	11.0	2.0		1.0		7.0	18.0	4.0		4.0		64	48	5.0		4.0	2.0		1.0	1.0			65.0		7.0		19.0
1233	hsa-miR-4715-3p	2.0	3.0	2.0	6.0				5.0	9.0			3.0	7.0	84	55	4.0		2.0	4.0		2.0		10.0		82.0	1.0	1.0	1.0	24.0
1234	hsa-miR-4715-5p		1.0						4.0	6.0	5.0		7.0	1.0	38	41			2.0	5.0					5.0	90.0				16.0
1235	hsa-miR-4716-3p			12.0	2.0				17.0	12.0	4.0	4.0	1.0		112	42	9.0	3.0	11.0	11.0		1.0			3.0	5.0				12.0
1236	hsa-miR-4716-5p		3.0	2.0	5.0				21.0	10.0			2.0	4.0	67	78	8.0		8.0				1.0		5.0	108.0		2.0		21.0
1237	hsa-miR-4717-3p		1.0	16.0	4.0			2.0	4.0	19.0	1.0		2.0	2.0	118	98	7.0		6.0	3.0			1.0		5.0	79.0		6.0		24.0
1238	hsa-miR-4717-5p		3.0	13.0		1.0			11.0	4.0	4.0		2.0		55	45	3.0		3.0	1.0		1.0	3.0	2.0	2.0	34.0		7.0		14.0
1239	hsa-miR-4718			6.0	4.0					7.0	4.0		1.0	1.0	68	47	1.0		1.0		1.0				8.0	48.0				24.0
1240	hsa-miR-4719	8.0	6.0	24.0				3.0	33.0	18.0	4.0	1.0	1.0		115	142	16.0		7.0	6.0		1.0		1.0	4.0	77.0	5.0			20.0
1241	hsa-miR-4720-3p		1.0	10.0	1.0				19.0	4.0			2.0		47	59	2.0								2.0	6.0	5.0			8.0
1242	hsa-miR-4720-5p	6.0	1.0	4.0		2.0			12.0	7.0	2.0		3.0	3.0	104	85	3.0		11.0					2.0	2.0	92.0		5.0		26.0
1243	hsa-miR-4721		2.0	6.0		1.0	5.0				1.0		1.0		90	51	2.0			1.0		1.0	4.0		5.0	4.0		1.0	5.0	25.0
1244	hsa-miR-4722-3p	1.0	3.0	22.0	1.0				11.0	21.0	1.0		1.0	1.0	112	51	7.0	2.0	1.0	1.0					12.0	115.0		6.0	1.0	20.0
1245	hsa-miR-4722-5p	1.0	3.0	15.0	4.0	1.0			14.0	14.0	1.0		2.0	3.0	99	97	4.0		5.0	11.0		1.0	1.0		4.0	176.0	3.0			17.0
1246	hsa-miR-4723-3p		4.0	9.0	3.0		1.0		8.0	15.0	2.0		7.0	1.0	56	70	15.0			12.0	1.0		1.0		1.0	41.0		3.0	1.0	23.0
1247	hsa-miR-4723-5p	1.0	1.0	16.0	1.0		1.0		16.0	24.0	1.0	2.0	5.0		151	55	23.0	4.0	3.0	17.0	1.0	1.0		1.0	7.0	19.0				19.0
1248	hsa-miR-4724-3p			6.0	2.0			2.0	15.0	3.0		3.0	1.0		38	30	3.0		6.0	1.0					1.0	7.0		1.0		12.0
1249	hsa-miR-4724-5p	1.0		3.0	1.0			1.0	28.0	15.0	1.0	10.0	6.0	1.0	52	67	3.0		4.0	2.0						25.0	4.0	1.0		14.0
1250	hsa-miR-4725-3p		4.0	9.0	1.0				10.0	12.0	2.0	4.0	1.0	8.0	103	75	10.0	2.0	13.0	20.0			2.0	1.0	6.0	27.0		1.0	1.0	10.0
1251	hsa-miR-4725-5p		6.0	3.0						6.0	3.0		2.0		47	42	5.0								1.0	32.0		1.0		15.0
1252	hsa-miR-4726-3p		1.0	28.0					5.0	6.0	10.0	1.0	1.0	9.0	98	53	2.0	1.0	1.0	12.0		3.0			4.0	170.0				21.0
1253	hsa-miR-4726-5p		2.0	15.0	4.0				6.0	3.0	3.0		5.0		102	24	25.0		7.0				1.0		2.0	87.0		6.0		30.0
1254	hsa-miR-4727-3p		1.0	8.0	2.0				10.0	3.0	5.0				62	48	9.0			3.0					3.0	22.0			9.0	13.0
1255	hsa-miR-4727-5p	1.0	4.0	17.0	1.0				10.0	10.0	1.0	1.0	1.0	9.0	82	37	11.0		2.0	1.0	1.0				4.0	26.0				17.0
1256	hsa-miR-4728-3p	1.0		1.0	3.0				5.0	10.0	19.0	1.0	9.0		90	49	11.0		10.0	2.0	1.0		1.0		1.0	128.0	4.0			26.0
1257	hsa-miR-4728-5p	1.0	1.0	15.0	3.0		1.0		14.0	10.0	3.0	1.0	3.0		119	81	21.0		10.0	12.0	1.0		2.0		1.0	224.0				18.0
1258	hsa-miR-4729		2.0	11.0	16.0				26.0	43.0		11.0	2.0	10.0	144	171	12.0		16.0						2.0	21.0	6.0	1.0		40.0
1259	hsa-miR-4730		2.0	1.0					3.0	2.0		4.0			23	25	2.0		10.0	5.0						36.0				16.0
1260	hsa-miR-4731-3p	7.0	4.0	13.0	2.0	1.0		1.0	8.0	18.0	5.0	1.0	7.0		141	126	15.0		6.0	1.0		1.0	1.0	2.0	9.0	143.0	8.0	4.0		32.0
1261	hsa-miR-4731-5p	1.0	1.0	9.0	1.0				8.0	21.0	3.0	1.0	5.0	12.0	106	66	15.0		8.0	17.0	1.0	3.0	1.0		11.0	474.0	1.0	2.0		35.0
1262	hsa-miR-4732-3p		1.0	11.0					2.0	2.0	2.0			2.0	87	47	14.0		2.0	2.0				2.0	1.0	81.0		1.0		10.0
1263	hsa-miR-4732-5p		6.0	1.0	2.0				3.0	11.0	3.0	4.0	1.0		29	49	4.0		9.0	4.0					2.0	85.0				17.0
1264	hsa-miR-4733-3p			9.0	1.0				6.0	19.0	2.0			2.0	88	53	16.0		4.0	2.0			2.0	2.0	2.0	48.0				21.0
1265	hsa-miR-4733-5p		2.0	8.0	2.0	1.0			5.0	4.0	4.0		8.0		42	57	5.0	2.0	1.0	10.0					3.0	526.0				10.0
1266	hsa-miR-4734			2.0					2.0	9.0	1.0	1.0	5.0		28	22			1.0		2.0					3.0		3.0		17.0
1267	hsa-miR-4735-3p		1.0	6.0	2.0			2.0	37.0	5.0	8.0		1.0	3.0	79	95	5.0		1.0	7.0		1.0		14.0	11.0	13.0		2.0		22.0
1268	hsa-miR-4735-5p			4.0		2.0		1.0	24.0	18.0	1.0	1.0	2.0		83	97	5.0		12.0		2.0				1.0	23.0	7.0			21.0
1269	hsa-miR-4736	1.0	2.0	17.0	2.0	1.0			7.0	32.0	3.0		4.0	1.0	96	82	2.0	3.0	5.0	11.0		1.0		1.0	13.0	151.0	7.0			19.0
1270	hsa-miR-4737		2.0					1.0	1.0	3.0	1.0			6.0	30	9	7.0		1.0						3.0	11.0				13.0
1271	hsa-miR-4738-3p		3.0	11.0	2.0			1.0	10.0	15.0		1.0	6.0	1.0	84	82	1.0		9.0	2.0					2.0	79.0	2.0	1.0		21.0
1272	hsa-miR-4738-5p			4.0					1.0	18.0	5.0		1.0	2.0	54	40	11.0		2.0	1.0				2.0	3.0	64.0				21.0
1273	hsa-miR-4739	1.0	1.0	10.0	2.0				8.0	9.0	1.0	6.0	2.0		130	103	22.0	2.0	5.0	30.0	1.0		2.0		2.0	185.0		1.0		16.0
1274	hsa-miR-4740-3p	5.0	1.0						3.0	1.0	5.0		3.0		18	26				4.0					1.0	23.0				11.0
1275	hsa-miR-4740-5p	1.0	8.0	1.0	3.0		4.0		16.0	7.0	2.0		4.0	9.0	63	56	2.0		3.0	6.0					3.0	13.0		6.0		24.0
1276	hsa-miR-4741			6.0	5.0					5.0	1.0		2.0		94	41	2.0		9.0	3.0			2.0		3.0	31.0		1.0	5.0	24.0
1277	hsa-miR-4742-3p	1.0		9.0	5.0	6.0				11.0	3.0	7.0	3.0	5.0	55	83	10.0		2.0	4.0	1.0				8.0	120.0				12.0
1278	hsa-miR-4742-5p	3.0	1.0	6.0	1.0				5.0	8.0	11.0	3.0	6.0	2.0	84	67	2.0	1.0	11.0	8.0		2.0		2.0	1.0	160.0		4.0		27.0
1279	hsa-miR-4743		2.0	13.0	5.0				3.0	3.0	1.0			1.0	36	20	1.0		6.0						2.0	10.0		6.0		14.0
1280	hsa-miR-4744		1.0	15.0	2.0				15.0	10.0	2.0	3.0	2.0		102	76	5.0		5.0	4.0	1.0				4.0	42.0	4.0		1.0	35.0
1281	hsa-miR-4745-3p			7.0					9.0	8.0	2.0	1.0	1.0		51	20	2.0		3.0						5.0	33.0				10.0
1282	hsa-miR-4745-5p		1.0	15.0	2.0	18.0			7.0	9.0	2.0				55	48	13.0			3.0		1.0	4.0		1.0	27.0		1.0	9.0	22.0
1283	hsa-miR-4746-3p			6.0					1.0	1.0	2.0				39	5	5.0		3.0			1.0			2.0	21.0				20.0
1284	hsa-miR-4746-5p			8.0	5.0				2.0	6.0	2.0			7.0	42	7	2.0			2.0	2.0					12.0			2.0	16.0
1285	hsa-miR-4747-3p			5.0	5.0				3.0	2.0	1.0	1.0	1.0		75	39	8.0		2.0		1.0			2.0	6.0	24.0	2.0		1.0	19.0
1286	hsa-miR-4747-5p	1.0	3.0	10.0	1.0			1.0	9.0	10.0	2.0	4.0	3.0		116	67	14.0	2.0	9.0	32.0		1.0	1.0	1.0	2.0	55.0		1.0		9.0
1287	hsa-miR-4748			1.0	3.0	18.0			3.0	10.0			5.0		56	46	2.0		13.0	8.0	1.0				3.0	65.0	2.0	1.0		31.0
1288	hsa-miR-4749-3p			8.0			1.0		2.0	5.0	1.0		1.0		112	54	7.0		9.0	6.0					2.0	16.0			1.0	9.0
1289	hsa-miR-4749-5p			1.0					1.0	7.0	3.0		2.0	8.0	45	18			2.0	5.0	2.0	1.0			1.0	11.0		3.0	1.0	19.0
1290	hsa-miR-4750		5.0	1.0					7.0		1.0		2.0		41	14	3.0		2.0	1.0			2.0		1.0	37.0				4.0
